Date,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-03-11,18:00:00,1580.75,20.799216861460547,1318.5,798.5,2083.0,1408.5,10.349999904633,64.174999237061,0.8065436331736658
2004-03-11,19:00:00,1775.5,27.359807493586764,1487.75,702.25,2332.5,1704.0,9.650000095367401,69.300001144409,0.8319211444100879
2004-03-11,20:00:00,1640.0,24.017756935949226,1404.0,742.75,2191.25,1653.75,9.6499998569489,67.75,0.8133139353625914
2004-03-11,21:00:00,1312.75,12.779368248758173,1076.25,957.25,1706.5,1284.75,9.125,63.974999427795,0.7419242244892506
2004-03-11,22:00:00,964.5,4.707071919244755,748.5,1325.25,1332.5,821.0,8.1750001907349,63.39999961853,0.6904844466414399
2004-03-11,23:00:00,912.75,2.6457215096105893,629.25,1564.5,1252.25,551.75,8.2499998807907,60.824998855591005,0.6657443604063102
2004-03-12,00:00:00,1080.25,5.854801514263039,805.0,1253.5,1375.0,815.5,8.3250002861023,58.525000572205,0.6437636096330573
2004-03-12,01:00:00,1043.75,6.374297509671531,829.0,1247.25,1378.25,831.5,7.7250001430510995,59.674999237061,0.6307660602738635
2004-03-12,02:00:00,987.75,4.132341795103469,718.0,1395.5,1303.5,691.5,7.125,61.799999237061,0.6275973687868803
2004-03-12,03:00:00,888.75,1.8694446351370275,574.25,1680.25,1187.0,512.0,6.9750000238419005,62.27499961853,0.6261075278097894
2004-03-12,04:00:00,831.0,1.0682926116418547,505.75,1892.75,1133.75,384.0,6.1000000238419005,65.900001525879,0.6247536319724682
2004-03-12,05:00:00,847.25,1.0224145989759523,501.25,1894.5,1154.75,394.0,6.2749999761580995,64.97500038147,0.6232823211022999
2004-03-12,06:00:00,927.0,1.83043122583498,571.25,1684.75,1222.75,486.5,6.75,62.949999809265,0.6234275392144519
2004-03-12,07:00:00,1090.5,4.359340996864498,730.25,1387.0,1360.75,748.25,6.4499999284744,65.075001716614,0.6316281144389537
2004-03-12,08:00:00,1587.0,17.865586704833838,1235.5,896.5,1900.25,1400.25,7.325000047683701,63.14999961853,0.6499331393073879
2004-03-12,09:00:00,1544.5,22.074162063223635,1353.0,767.25,2058.0,1587.75,9.2250000238419,56.199998855591005,0.6560651189171942
2004-03-12,10:00:00,1350.25,14.027011366751589,1117.5,912.0,1711.75,1237.0,13.224999904633,41.749999046325996,0.6319501309937225
2004-03-12,11:00:00,1262.75,11.645646559704057,1037.25,969.0,1598.25,1166.5,14.325000047684,38.449999809265,0.6243042942153901
2004-03-12,12:00:00,1206.25,10.224662143952829,986.0,1034.5,1537.0,959.0,15.025000095367,36.5,0.6195323226057363
2004-03-12,13:00:00,1251.5,11.03993603930084,1015.75,1007.5,1592.75,983.0,16.100000143051,34.474999427795,0.6261647401566796
2004-03-12,14:00:00,1287.0,12.816446196415624,1077.5,948.75,1660.25,1060.75,16.275000572205,35.725000381470004,0.6560306119627572
2004-03-12,15:00:00,1352.75,14.173851177910128,1122.25,921.75,1740.0,1139.25,15.825000047684,37.024999618529996,0.6609611395034868
2004-03-12,16:00:00,1309.0,12.690568103372724,1073.25,954.0,1657.25,1112.25,15.874999761580998,37.175000190735,0.6657285250911997
2004-03-12,17:00:00,1274.0,11.738405416264687,1040.5,1005.75,1609.75,993.75,16.875000238419002,34.349999427795,0.6549085143270723
2004-03-12,18:00:00,1509.5,19.290974886272963,1276.5,812.25,1909.75,1409.5,15.149999856949,39.550000190735,0.6766265078085045
2004-03-12,19:00:00,1525.25,18.226178291697387,1246.0,821.0,1846.75,1447.75,14.399999856949,43.425000190735,0.7084497598177374
2004-03-12,20:00:00,1843.0,32.55627834707047,1609.75,624.0,2390.25,1886.5,12.875,50.525000572205,0.7478032188508966
2004-03-12,21:00:00,1597.75,20.092943564494178,1299.0,752.0,1940.5,1626.75,12.149999856949,53.349999427795,0.7536202227825304
2004-03-12,22:00:00,1483.5,14.321342422629456,1127.0,839.0,1723.0,1491.0,10.975000143051,59.125000953674004,0.7739800033862854
2004-03-12,23:00:00,1677.25,21.81286506943192,1346.0,740.5,2062.0,1657.0,9.6749999523163,64.624999046326,0.7770739425473616
2004-03-13,00:00:00,1279.5,9.638999814518419,964.0,962.5,1543.5,1285.25,9.4500002861023,64.125,0.7597465282359432
2004-03-13,01:00:00,1196.25,7.375139467546298,873.0,1071.25,1463.25,1144.25,9.1499998569489,63.900001525879,0.7422764129225364
2004-03-13,02:00:00,1183.75,5.369604169687442,781.75,1176.25,1364.5,1042.75,8.7999999523163,63.924998283386,0.7256153712649386
2004-03-13,03:00:00,1171.75,5.390103939543701,782.75,1178.5,1379.75,995.5,7.8000000715256,67.52499961853,0.7173121148941005
2004-03-13,04:00:00,1147.0,6.199041963295952,821.0,1132.25,1411.75,991.5,7.0,71.075000762939,0.7157784693036635
2004-03-13,05:00:00,978.25,2.577932199377853,624.75,1420.25,1274.25,819.25,8.2999999523163,63.574999809265,0.6981546204756909
2004-03-13,06:00:00,1099.5,2.9085480094228338,646.25,1406.25,1267.5,835.0,7.200000047683701,67.47500038147,0.6886721470838881
2004-03-13,07:00:00,1112.25,5.136255828724421,770.25,1228.0,1408.5,939.75,6.3499999046325994,71.89999961853,0.6931985587343715
2004-03-13,08:00:00,1335.5,11.817138600992351,1043.25,935.25,1678.0,1191.75,6.450000166892999,71.550001144409,0.6944754797176015
2004-03-13,09:00:00,1408.3333333332998,15.140161198407569,1153.0,830.33333333333,1776.6666666667002,1411.0,9.5666666030884,59.666667938232,0.7123665611992754
2004-03-13,10:00:00,1447.0,12.913063095907154,1080.75,868.5,1666.75,1465.0,12.375,51.175000190735,0.7334583850640767
2004-03-13,11:00:00,1541.5,16.133508844949027,1183.75,808.25,1779.75,1582.5,15.649999856949,42.199999809265,0.7450937577774329
2004-03-13,12:00:00,1451.25,14.019301019815009,1117.25,875.25,1679.25,1387.25,18.400000095367,33.824999809265,0.708963570176462
2004-03-13,13:00:00,1328.25,12.279664077200534,1059.25,986.5,1599.5,1100.5,19.35000038147,31.275000095366998,0.6950081047527402
2004-03-13,14:00:00,1206.5,8.618412576532277,924.25,1087.75,1488.25,849.75,18.02499961853,34.800000190735,0.7126738741944919
2004-03-13,15:00:00,1239.5,9.196566740238417,947.0,1049.0,1531.75,947.0,18.375,33.649999618529996,0.704207020809635
2004-03-13,16:00:00,1306.0,10.244887084344468,986.75,1004.0,1554.0,1078.0,17.625,35.100000381470004,0.7012032509364389
2004-03-13,17:00:00,1326.0,10.611844460473737,1000.25,975.5,1601.5,1083.75,16.675000190735,37.799999237061,0.7117364038435915
2004-03-13,18:00:00,1472.75,15.452209964915285,1162.75,830.5,1779.0,1394.75,16.099999904633,41.024999618529996,0.7451314943585404
2004-03-13,19:00:00,1609.0,19.636784663917275,1286.25,757.5,1922.0,1611.5,15.825000047684,42.400000572205,0.7569143276676089
2004-03-13,20:00:00,1610.75,19.20272791618361,1274.0,754.25,1915.0,1697.25,15.650000095367,44.100000381470004,0.7786406550707863
2004-03-13,21:00:00,1620.5,18.269310357149717,1247.25,762.0,1860.0,1885.5,15.325000047684,46.775000572205,0.8091244285768237
2004-03-13,22:00:00,1444.25,13.14470430189378,1088.5,844.0,1747.5,1623.75,14.649999856949,48.625,0.8059694141072296
2004-03-13,23:00:00,1418.0,10.873367154415863,1009.75,892.0,1603.0,1536.25,14.700000286102,49.275000572205,0.8193361244198358
2004-03-14,00:00:00,1533.5,10.963457959141822,1013.0,888.5,1610.75,1534.75,13.949999809265,53.600000381470004,0.8497717204331877
2004-03-14,01:00:00,1483.5,11.86017851848332,1044.75,879.75,1624.25,1529.75,14.649999856949,51.5,0.8536231326791223
2004-03-14,02:00:00,1366.75,8.624678823055866,924.5,952.5,1543.0,1337.0,12.549999952316,58.900000572205,0.8537400738793904
2004-03-14,03:00:00,1344.0,9.737786456670193,967.75,920.5,1619.75,1278.25,11.649999856949,63.425000190735,0.8674492315744939
2004-03-14,04:00:00,1129.5,5.191654203204006,773.0,1130.25,1451.75,1050.5,12.099999904633,61.10000133514399,0.8603162131672637
2004-03-14,05:00:00,1062.0,3.650423146324865,691.0,1271.5,1376.75,929.0,11.475000143051,63.10000038147,0.8532753834381319
2004-03-14,06:00:00,1075.75,2.4813419346402656,618.25,1395.25,1333.0,872.25,11.599999904633,62.150000572205,0.8472636259100265
2004-03-14,07:00:00,1028.25,2.4299844022774177,614.75,1383.5,1340.0,853.0,10.399999856949,67.649998664856,0.8529987302926639
2004-03-14,08:00:00,1154.5,4.210510136054915,722.25,1224.75,1413.75,959.25,11.574999809265,62.674999237061,0.8530382230087753
2004-03-14,09:00:00,1235.25,6.352276711074662,828.0,1055.25,1527.0,1093.25,12.424999952316,60.0,0.8627151273296463
2004-03-14,10:00:00,1331.5,8.587110474608117,923.0,951.75,1613.75,1225.0,14.525000095367,53.074999809265,0.8727816223552813
2004-03-14,11:00:00,1444.75,10.859535166937013,1009.25,878.25,1696.0,1355.25,16.875000476837002,46.099999427795,0.8789310942666374
2004-03-14,12:00:00,1415.5,10.659815662688953,1002.0,906.75,1676.5,1261.5,19.300000190735,38.25,0.8474048021414429
2004-03-14,13:00:00,1281.25,7.540072456167103,880.0,1083.75,1525.0,980.0,21.174999713898,31.449999809264998,0.7811957165002227
2004-03-14,14:00:00,1207.25,7.504598795037856,878.5,1103.5,1489.5,872.25,21.424999713898,30.199999809264998,0.7615918767626616
2004-03-14,15:00:00,1257.75,8.160112924625768,905.75,1081.25,1511.0,900.25,21.925000190735002,28.950000286102,0.7524589545694458
2004-03-14,16:00:00,1457.75,11.867358322901142,1045.0,973.75,1646.0,1098.5,22.224999904633002,28.399999618529996,0.7516273241188697
2004-03-14,17:00:00,1437.75,12.033004745084428,1050.75,942.5,1667.5,1206.25,21.299999713898,30.75,0.7696154919144513
2004-03-14,18:00:00,1477.75,12.163323306748474,1055.25,929.25,1670.75,1262.25,19.650000095367,36.699999809265,0.8307061318496992
2004-03-14,19:00:00,1807.5,20.57171487732563,1312.25,753.25,1992.75,1697.75,18.374999523162998,41.725000381470004,0.8731957705577488
2004-03-14,20:00:00,1898.0,23.142125805295404,1381.25,680.5,2102.75,1904.75,17.625,46.099999427795,0.9209535360575976
2004-03-14,21:00:00,1559.5,14.720453409836011,1139.75,783.75,1817.5,1648.0,16.650000095367,49.575000762939,0.9319900473249648
2004-03-14,22:00:00,1324.25,9.004199247323303,939.5,923.5,1587.0,1422.75,16.25,50.950000762939,0.9341472131622556
2004-03-14,23:00:00,1348.75,8.838885078993538,933.0,933.0,1616.5,1348.75,14.725000143051,55.925000190735,0.9313856224921276
2004-03-15,00:00:00,1238.75,7.357560374878767,872.25,985.0,1546.5,1250.25,14.825000047684,54.675001144408995,0.9163543254683044
2004-03-15,01:00:00,1239.0,6.918207216219388,853.25,1010.25,1543.25,1173.75,14.049999952316,57.0,0.9094489367663466
2004-03-15,02:00:00,1223.75,6.958191195775006,855.0,998.25,1565.75,1148.75,13.350000143051,61.349999427795,0.936085703142246
2004-03-15,03:00:00,1078.25,4.429862930483551,734.0,1128.25,1486.75,1020.5,12.599999904633,63.474999427795,0.9230174218998716
2004-03-15,04:00:00,1077.5,3.9959242929204266,710.5,1150.0,1467.5,1012.75,12.349999904633,65.35000038147,0.9351122865764488
2004-03-15,05:00:00,1074.5,3.865914337574949,703.25,1155.75,1463.75,1010.0,11.899999856949,67.449998855591,0.9375381769341324
2004-03-15,06:00:00,1156.75,6.385320090079159,829.5,1029.5,1584.0,1083.0,11.375,70.52499961853,0.9475162243381904
2004-03-15,07:00:00,1314.0,9.685046806517573,965.75,896.75,1710.25,1234.75,11.324999809265,70.200000762939,0.9400950960184871
2004-03-15,08:00:00,1796.75,25.87045766099893,1451.0,652.0,2323.0,1679.5,12.400000095367,63.875000953674004,0.916954694148268
2004-03-15,09:00:00,1961.25,36.69206253067248,1701.0,536.75,2665.25,2184.25,14.774999856949,54.324999809265,0.9076095360418625
2004-03-15,10:00:00,1770.5,26.636024764402197,1470.0,621.5,2261.5,1973.0,17.400000095367,45.649999618529996,0.8992981706467373
2004-03-15,11:00:00,1563.5,20.11092309343549,1299.5,709.75,2029.0,1798.25,19.800000190735,38.525000572205,0.880059991386787
2004-03-15,12:00:00,1430.0,14.096485799877708,1119.75,830.5,1783.25,1522.0,22.025000095366998,34.050000190735,0.8903685188126028
2004-03-15,13:00:00,1417.25,14.925719229635902,1146.25,829.5,1830.5,1404.0,23.324999809264998,32.174999237061,0.9095992195673936
2004-03-15,14:00:00,1400.25,15.436141471547911,1162.25,838.25,1828.5,1263.25,23.875,29.975000381470004,0.8756585288124981
2004-03-15,15:00:00,1317.25,12.090850218776529,1052.75,926.0,1706.75,1137.0,24.449999809264998,28.900000095366998,0.873591912397843
2004-03-15,16:00:00,1317.75,11.524820242423965,1033.0,949.75,1675.0,1068.0,24.375,29.399999618529996,0.8847617117200978
2004-03-15,17:00:00,1445.25,14.75983347170136,1141.0,856.5,1823.5,1251.5,23.849999904633002,31.325000762939,0.9137352111085141
2004-03-15,18:00:00,1917.0,32.14884367945396,1600.5,631.25,2447.0,1843.25,22.549999237061,35.375000953674004,0.9546998207473484
2004-03-15,19:00:00,2039.75,39.20233967931091,1754.25,542.25,2679.0,2122.25,20.425000667572,42.5,1.0086313341074231
2004-03-15,20:00:00,1894.75,30.961305060452627,1573.25,565.0,2442.75,1991.5,18.275000095367,52.625000953674004,1.0945180933132783
2004-03-15,21:00:00,1594.5,19.895621463254443,1293.5,678.25,2057.5,1707.0,16.650000095367,57.375,1.0786268914239705
2004-03-15,22:00:00,1438.5,15.315855049601721,1158.5,764.25,1856.25,1494.25,15.699999809265,60.150000572205,1.0653715549625935
2004-03-15,23:00:00,1141.5,6.895403347240392,852.25,1008.25,1547.25,1164.25,15.250000238419002,61.449998855591005,1.057955499077892
2004-03-16,00:00:00,1303.6666666667,11.139929168771717,1019.3333333333001,852.33333333333,1731.3333333332998,1271.6666666667,14.066666603088,65.699999491374,1.049372403097042
2004-03-16,01:00:00,1074.25,5.40550061636386,783.5,1097.75,1483.0,1039.75,14.825000047684,60.550001144408995,1.0148194658330398
2004-03-16,02:00:00,968.0,2.8106880371235388,640.0,1319.5,1385.75,866.75,14.75,59.224999427795,0.9879081107816498
2004-03-16,03:00:00,929.25,2.3250615471473552,607.5,1375.5,1364.25,825.75,13.624999761580998,62.050000190735,0.9635549956184192
2004-03-16,04:00:00,941.0,2.5891783027743425,625.5,1315.75,1373.25,839.75,12.324999809265,66.150000572205,0.9450361951968504
2004-03-16,05:00:00,937.0,2.008742634517473,584.75,1411.5,1348.0,792.5,12.75,63.22500038147,0.9282898040213576
2004-03-16,06:00:00,1017.0,3.4826893251173856,681.25,1245.75,1417.5,869.5,11.174999952316,68.47500038147,0.9081071231015928
2004-03-16,07:00:00,1171.25,5.131232180692032,770.0,1161.75,1466.75,930.0,10.975000143051,66.5,0.8705229495981881
2004-03-16,08:00:00,1541.0,16.17445704918363,1185.0,770.0,1888.75,1406.5,11.674999952316,63.650000572205,0.8719365877065632
2004-03-16,09:00:00,1539.25,19.663493856394247,1287.0,697.5,2054.75,1507.0,13.625,56.299999237061,0.8742650471769098
2004-03-16,10:00:00,1734.75,25.05515030336349,1430.5,628.25,2211.0,1843.25,17.824999332428,42.875,0.8672254631723162
2004-03-16,11:00:00,1571.0,20.003148782861157,1296.5,730.0,1972.75,1729.0,21.449999809265,33.324999332428,0.8416712958240697
2004-03-16,12:00:00,1451.75,18.347057576589478,1249.5,775.5,1868.25,1583.25,24.375,27.350000381470004,0.8230691655452694
2004-03-16,13:00:00,1579.0,22.30858297567,1359.25,724.0,1997.75,1670.75,25.250000476837002,26.075000286102,0.8263807552458209
2004-03-16,14:00:00,1466.25,20.444779979264574,1308.75,772.5,1897.0,1491.25,25.825000286102,23.150000095366998,0.7589369630881299
2004-03-16,15:00:00,1279.75,14.610427960363092,1136.25,892.75,1675.25,1239.75,27.0,20.200000286102,0.7093615130294146
2004-03-16,16:00:00,1407.0,16.553254344130867,1196.5,905.25,1758.75,1313.0,28.249999523162998,18.574999809265,0.7013857388336394
2004-03-16,17:00:00,1388.75,15.78318309681854,1173.0,898.25,1739.0,1363.25,27.974999904633002,19.10000038147,0.7098250853631879
2004-03-16,18:00:00,1447.25,17.83994777641898,1234.75,858.75,1778.0,1295.75,23.900000095366998,25.699999809264998,0.7518910408124666
2004-03-16,19:00:00,1551.0,19.09705933715707,1271.0,800.25,1874.5,1432.25,21.349999904633,34.774999618529996,0.8729931333855647
2004-03-16,20:00:00,1473.5,15.766968720541026,1172.5,854.25,1776.0,1431.75,20.425000190735,36.675000190735,0.870389489318189
2004-03-16,21:00:00,1799.5,24.877671870607212,1426.0,700.0,2105.5,2033.5,19.025000095367,41.349999427795,0.9007307308826996
2004-03-16,22:00:00,1379.25,13.529604730694473,1101.25,817.5,1710.0,1601.75,17.925000190735,45.900000572205,0.9341860450216593
2004-03-16,23:00:00,1200.5,9.087345626567227,942.75,935.0,1559.75,1361.75,16.700000286102,48.925000190735,0.9226499255272292
2004-03-17,00:00:00,1204.75,8.630947011140279,924.75,922.0,1546.5,1314.25,15.524999856949,52.925000190735,0.9271282297880028
2004-03-17,01:00:00,1071.5,5.4157754676936225,784.0,1065.5,1441.75,1113.75,15.475000143051,51.875,0.905875280404742
2004-03-17,02:00:00,997.75,4.050256979222613,713.5,1169.25,1383.25,991.5,14.125,55.575000762939,0.8909558056211343
2004-03-17,03:00:00,933.25,2.5816785814911887,625.0,1291.5,1331.5,883.75,13.050000190735,57.900000572205,0.8666330082051409
2004-03-17,04:00:00,882.75,1.8989345905963813,576.5,1396.0,1303.25,808.25,12.650000333785998,57.900000572205,0.8446603528823093
2004-03-17,05:00:00,868.75,1.6068282575436197,553.5,1459.5,1267.75,667.0,11.824999809265,58.025000572205,0.8026319321159456
2004-03-17,06:00:00,890.75,1.8956482143938893,576.25,1416.5,1289.25,733.0,11.900000095367,57.39999961853,0.7978457040872352
2004-03-17,07:00:00,1172.75,7.486888715241108,877.75,1038.0,1556.25,1051.75,9.900000095367401,65.19999980926501,0.7956455570632858
2004-03-17,08:00:00,1587.25,21.358791467770352,1333.75,702.25,1998.75,1533.5,11.125,60.200000762939,0.7957756867981807
2004-03-17,09:00:00,1851.5,36.44841296784668,1695.75,552.75,2535.25,1931.0,14.124999761580998,50.02499866485601,0.8019804174284915
2004-03-17,10:00:00,1521.5,21.266624095947368,1331.25,702.5,2025.75,1733.75,17.699999809265,40.099999427795,0.8048291453438373
2004-03-17,11:00:00,1438.25,15.387978763390304,1160.75,818.5,1781.5,1595.0,21.10000038147,33.425000190735,0.8264862161367829
2004-03-17,12:00:00,1393.25,12.499074224949752,1066.75,905.0,1654.25,1489.75,24.300000190735002,28.275000572205,0.8471276904737085
2004-03-17,13:00:00,1452.0,15.108309746474148,1152.0,860.5,1747.0,1507.5,25.575000286102,25.550000190735002,0.8253948829277935
2004-03-17,14:00:00,1389.25,13.735290054071882,1108.0,886.5,1711.5,1334.0,25.850000381470004,25.900000095366998,0.8503393425785896
2004-03-17,15:00:00,1207.0,10.434474065314543,993.75,1013.0,1519.5,1044.75,26.824999809264998,18.699999809265,0.6500177450710016
2004-03-17,16:00:00,1365.25,15.164068552106675,1153.75,939.5,1678.5,1221.25,29.275000095366998,15.750000238419002,0.6308904544623257
2004-03-17,17:00:00,1247.0,12.308823018501508,1060.25,1032.0,1524.75,1068.5,28.5,14.900000095367,0.5708019092283132
2004-03-17,18:00:00,1556.75,26.95102501389812,1477.75,793.0,1980.5,1568.5,25.850000381470004,15.950000286102,0.5236645833000759
2004-03-17,19:00:00,1972.5,38.39324611075341,1737.25,616.75,2413.75,2305.5,23.125,26.5,0.7402606104103562
2004-03-17,20:00:00,1974.75,35.103631278136504,1666.5,596.75,2415.5,2358.5,20.52499961853,38.249999046325996,0.9133141768209518
2004-03-17,21:00:00,1794.75,27.24713082655587,1485.0,652.5,2174.0,2050.0,19.050000190735,42.600000381470004,0.9293877038696484
2004-03-17,22:00:00,1443.75,15.044692657610161,1150.0,769.5,1726.5,1726.5,17.150000095367,44.125000953674004,0.8558307096853208
2004-03-17,23:00:00,1488.0,15.710274367962608,1170.75,731.0,1777.5,1705.0,16.025000095367,50.924999237061,0.9205987579699731
2004-03-18,00:00:00,1371.25,12.972673346205385,1082.75,795.75,1668.75,1550.5,14.799999952316,53.924999237061,0.9023544874899324
2004-03-18,01:00:00,1160.75,8.123422119877722,904.25,946.75,1502.0,1240.25,14.274999856949,55.449999809265,0.8974730609108261
2004-03-18,02:00:00,1064.25,5.4775991593482924,787.0,1056.75,1407.0,1115.0,14.75,52.074999809265,0.8686418772067029
2004-03-18,03:00:00,970.25,3.5812024590957425,687.0,1195.5,1350.5,968.5,13.875,53.875,0.8500589031339439
2004-03-18,04:00:00,954.0,2.8849314545051317,644.75,1260.25,1334.0,924.75,11.599999904633,61.924999237061,0.8441962816575157
2004-03-18,05:00:00,930.5,2.5480446927625766,622.75,1293.25,1306.5,827.75,12.0,58.85000038147,0.8233024519061931
2004-03-18,06:00:00,938.0,2.971926292666244,650.25,1251.25,1332.5,893.0,10.949999809265,62.074999809265,0.8112765628062703
2004-03-18,07:00:00,1166.25,7.664791387485362,885.25,1005.25,1550.5,1075.0,10.575000047684,63.25,0.8066818457709178
2004-03-18,08:00:00,1643.0,23.256799559382376,1384.25,667.0,2093.75,1610.25,11.475000143051,60.025000572205,0.8116934242390748
2004-03-18,09:00:00,1934.0,35.790570713856724,1681.5,540.5,2468.25,2050.5,14.275000333785998,50.575000762939,0.8185699237552145
2004-03-18,10:00:00,1616.5,21.31268654106716,1332.5,685.75,2010.0,1818.5,17.849999904633,40.524999618529996,0.8209643334545565
2004-03-18,11:00:00,1472.75,14.305786381113027,1126.5,830.5,1752.0,1567.75,20.800000667572,34.449999809265,0.8364562599842863
2004-03-18,12:00:00,1378.5,12.521106305109699,1067.5,898.75,1662.5,1373.5,23.849999904633002,28.174999713898,0.8218511950371455
2004-03-18,13:00:00,1385.25,12.19236422947094,1056.25,891.0,1648.0,1267.5,24.150000095366998,28.675000190735002,0.8514933610951715
2004-03-18,14:00:00,1378.75,13.092244786448633,1086.75,901.25,1660.25,1143.5,25.150000572205,24.850000381470004,0.7829250121204008
2004-03-18,15:00:00,1321.6666666667,14.373247939096444,1128.6666666667,933.6666666666699,1639.3333333332998,1109.3333333333,27.03333346049,17.833333333333,0.6274693274133316
2004-03-18,16:00:00,1495.75,16.835634342955675,1205.0,822.0,1766.5,1347.25,27.125000476837002,23.124999523162998,0.8180144786395258
2004-03-18,17:00:00,1408.75,14.4538596456034,1131.25,873.0,1688.5,1205.75,25.800000190735002,23.925000190735002,0.7831929181625135
2004-03-18,18:00:00,1512.75,21.51586579888989,1338.0,764.25,1956.5,1397.0,23.049999713898,26.774999618529996,0.7445933183512644
2004-03-18,19:00:00,1667.0,26.403335889246012,1464.25,683.25,2117.75,1588.25,20.724999904633,31.125,0.7522865185760392
2004-03-18,20:00:00,1666.75,25.960619817995106,1453.25,683.5,2051.0,1568.5,18.599999904633,36.175000190735,0.7676391782873102
2004-03-18,21:00:00,1430.25,14.142883364271054,1121.25,814.0,1731.5,1321.5,16.049999713898,48.425000190735,0.8767802411169491
2004-03-18,22:00:00,1333.25,10.305664104042568,989.0,885.25,1620.75,1194.0,14.450000047684,57.775000572205,0.9455578282061462
2004-03-18,23:00:00,1261.5,8.276765149047742,910.5,948.25,1545.25,1061.5,13.050000190735,64.17500019073499,0.9605556635099728
2004-03-19,00:00:00,1287.25,8.92137891672246,936.25,918.0,1606.0,1040.0,11.974999666214002,69.699998855591,0.9735189395480224
2004-03-19,01:00:00,1134.25,6.61866637230466,840.0,1021.25,1501.25,917.0,11.949999809265,71.10000038147,0.9914705590149328
2004-03-19,02:00:00,998.75,3.5941382910062885,687.75,1228.5,1380.25,593.5,12.525000095367,69.299999237061,1.0028708448617707
2004-03-19,03:00:00,960.75,2.5294405041814083,621.5,1381.5,1300.75,430.25,12.525000095367,67.499998092651,0.9768222346407012
2004-03-19,04:00:00,933.75,1.7949775333901974,568.5,1439.75,1280.25,397.0,12.324999809265,67.650001525879,0.9664656008172544
2004-03-19,05:00:00,912.75,1.2686021115564372,524.5,1619.75,1260.25,370.0,12.450000047684,66.800001144409,0.9620368804375884
